Gene_ID	RiboCon1	RiboCon2	RiboSil1	RiboSil3	TotalCon1	TotalCon2	TotalCon3	TotalSil1	TotalSil2	TotalSil3
ENSG00000186635.10	77	77	91	95	25705	34998	25075	20545	25999	23778
ENSG00000186638.10	48	25	43	42	3768	5013	3731	2845	3994	3584
ENSG00000186642.9	2	1	0	0	14	18	1	6	12	8
ENSG00000186648.10	0	1	2	0	1531	2072	1467	1277	1549	1362
ENSG00000186652.5	1	1	1	4	56	105	81	69	75	72
ENSG00000186654.15	40	35	43	74	6595	8452	5686	5360	6872	5843
ENSG00000186660.14	118	73	143	100	29696	37636	29777	21415	32733	27319
ENSG00000186665.8	7	1	19	7	1035	1378	1018	823	1158	916
ENSG00000186666.4	3	2	1	6	512	650	475	443	579	442
ENSG00000186675.5	0	0	0	0	2	0	4	0	0	2
ENSG00000186684.8	0	0	0	0	0	0	0	0	2	0
ENSG00000186687.11	114	38	114	84	6155	7852	6220	4359	6575	5068
ENSG00000186710.7	28	15	47	16	5224	6695	4908	4104	5398	4680
ENSG00000186714.8	27	24	20	38	2498	3375	2485	1938	2542	2242
ENSG00000186716.15	113	44	73	56	16874	22272	16133	13575	18078	15656
ENSG00000186723.2	0	0	0	0	0	0	0	0	0	0
ENSG00000186732.8	0	0	0	0	2	2	5	2	7	0
ENSG00000186765.7	0	0	0	0	29	74	39	48	47	44
ENSG00000186766.7	0	0	0	0	0	0	0	0	0	0
ENSG00000186767.5	31	27	34	24	1757	2390	1768	1336	2017	1616
ENSG00000186777.7	0	0	0	0	7	7	6	7	7	13
ENSG00000186787.7	2	0	4	2	375	495	343	287	356	317
ENSG00000186790.4	0	0	0	0	17	22	10	21	17	20
ENSG00000186792.11	13	2	8	10	659	942	673	607	708	625
ENSG00000186795.1	0	0	0	0	0	0	0	0	0	0
ENSG00000186803.3	0	0	0	0	0	0	0	0	0	0
ENSG00000186806.4	0	4	3	2	241	409	299	244	325	247
ENSG00000186807.9	0	0	0	0	0	2	0	0	0	0
ENSG00000186810.7	6	7	6	7	470	614	430	368	453	405
ENSG00000186812.7	27	23	30	24	4111	4926	3992	3320	4409	3903
ENSG00000186814.7	4	21	28	23	3700	4857	3586	2734	4125	3521
ENSG00000186815.8	26	10	10	5	3301	4484	3151	2528	3580	3067
ENSG00000186818.6	0	0	0	0	0	0	0	0	0	0
ENSG00000186825.3	0	0	0	0	0	0	0	0	0	0
ENSG00000186827.6	0	0	0	0	20	10	22	22	17	11
ENSG00000186832.4	0	0	0	0	0	0	0	0	0	0
ENSG00000186834.2	290	241	187	140	18567	23576	16972	14327	20469	16809
ENSG00000186838.8	0	0	0	0	0	0	0	0	0	0
ENSG00000186844.3	0	0	0	0	0	0	0	0	0	0
ENSG00000186847.5	0	0	0	0	0	0	0	0	0	0
ENSG00000186854.6	0	2	6	0	32	36	22	20	26	27
ENSG00000186860.3	0	0	0	0	0	0	0	0	0	0
ENSG00000186862.12	0	0	0	0	2	5	0	5	2	6
ENSG00000186866.12	17	9	11	16	2440	3280	2458	2007	2553	2064
ENSG00000186867.6	0	0	0	0	0	0	0	0	0	0
ENSG00000186868.11	0	5	9	8	245	269	193	168	228	203
ENSG00000186871.5	74	84	87	107	7738	8831	7061	5345	7735	6298
ENSG00000186881.2	0	0	0	0	0	0	0	0	0	0
ENSG00000186889.5	4	0	0	3	105	123	103	89	119	111
ENSG00000186891.9	0	0	0	0	0	2	0	2	2	0
ENSG00000186895.2	0	0	0	0	0	0	0	0	0	0
ENSG00000186897.3	0	0	0	0	30	38	35	18	19	13
ENSG00000186907.3	0	0	0	0	34	42	30	26	33	42
ENSG00000186908.10	76	42	102	73	9420	12376	10168	7180	10030	8436
ENSG00000186910.3	0	0	0	0	0	0	0	0	0	0
ENSG00000186912.5	0	0	0	0	8	16	13	18	7	8
ENSG00000186918.9	42	19	32	31	9147	11920	8990	7248	10304	8868
ENSG00000186919.8	0	0	0	0	186	251	203	159	208	177
ENSG00000186924.2	0	0	0	0	0	0	0	0	0	0
ENSG00000186925.6	0	0	0	0	0	0	0	0	0	0
ENSG00000186930.3	0	0	0	0	0	0	0	0	0	0
ENSG00000186943.1	0	0	0	0	0	0	0	0	0	0
ENSG00000186951.12	0	0	0	1	187	288	189	154	209	175
ENSG00000186952.10	0	1	1	9	121	135	150	117	145	125
ENSG00000186960.6	0	0	0	0	0	0	0	0	0	0
ENSG00000186965.3	0	0	0	0	0	0	0	0	0	0
ENSG00000186967.6	0	0	0	0	0	0	0	0	0	0
ENSG00000186970.3	0	0	0	0	0	0	0	0	0	0
ENSG00000186971.2	0	0	0	0	0	0	0	0	0	0
ENSG00000186973.5	0	0	0	0	0	0	0	1	0	0
ENSG00000186976.10	0	0	0	0	0	0	0	0	0	2
ENSG00000186977.2	0	0	0	0	0	0	0	0	0	0
ENSG00000186980.5	0	0	0	0	0	0	0	0	0	0
ENSG00000186994.6	0	0	2	1	402	495	325	300	383	322
ENSG00000186998.11	19	11	27	49	3551	4596	3368	2908	3689	2917
ENSG00000187003.5	0	0	0	0	0	0	0	0	0	2
ENSG00000187005.3	0	0	0	0	0	0	0	0	0	0
ENSG00000187010.14	0	0	0	0	62	105	70	61	80	80
ENSG00000187012.5	0	0	0	0	0	0	0	0	2	0
ENSG00000187013.2	0	0	0	0	0	2	0	2	1	2
ENSG00000187017.10	0	0	0	0	7	2	6	4	2	2
ENSG00000187021.10	0	0	0	0	0	0	0	0	0	0
ENSG00000187024.8	17	11	11	18	774	1066	778	649	847	769
ENSG00000187026.2	0	0	0	0	0	0	0	0	0	0
ENSG00000187033.5	0	0	0	0	0	0	0	0	6	0
ENSG00000187037.4	0	0	0	0	0	0	0	0	0	0
ENSG00000187045.12	0	0	0	0	37	57	30	57	26	38
ENSG00000187048.8	0	0	0	0	0	0	0	0	0	0
ENSG00000187049.5	0	0	0	0	117	167	107	90	126	109
ENSG00000187051.4	303	199	335	334	23253	30894	21859	17908	23806	21297
ENSG00000187054.10	0	0	0	0	0	0	0	0	0	0
ENSG00000187066.3	46	37	27	55	3660	5153	3637	2969	3888	3119
ENSG00000187068.2	0	0	0	0	0	2	0	0	2	0
ENSG00000187079.10	0	0	0	0	0	0	5	0	2	0
ENSG00000187080.7	0	0	0	0	4	0	0	0	0	0
ENSG00000187082.2	0	0	0	0	0	0	0	0	0	0
ENSG00000187091.9	3	5	3	5	336	377	370	269	350	275
ENSG00000187094.7	0	0	0	0	0	0	0	0	0	0
ENSG00000187097.8	36	24	14	24	5767	7505	5501	4322	5971	5206
ENSG00000187098.10	0	0	0	0	0	0	0	0	0	0
ENSG00000187105.4	1	1	3	0	238	324	204	211	263	219
ENSG00000187109.8	542	285	547	332	180554	229622	176636	133183	203273	166202
ENSG00000187116.9	0	0	0	0	1	0	0	0	1	0
ENSG00000187118.8	131	85	100	111	6490	8230	5932	4947	7001	5677
ENSG00000187122.10	286	231	352	235	46348	61671	44719	36043	49284	43113
ENSG00000187123.10	0	0	0	0	0	0	0	0	0	0
ENSG00000187134.8	0	0	0	0	0	6	0	6	2	0
ENSG00000187135.7	0	0	0	0	0	2	0	0	0	0
ENSG00000187140.4	0	0	0	0	0	0	0	0	0	0
ENSG00000187144.7	1	1	0	0	7556	9314	7010	5385	7810	6857
ENSG00000187145.10	26	24	37	22	5414	6311	4712	3779	5803	4570
ENSG00000187147.12	122	80	94	100	20394	26589	19369	15406	21241	18023
ENSG00000187151.3	0	0	0	0	0	0	0	6	2	0
ENSG00000187164.12	0	0	0	0	0	0	0	0	0	0
ENSG00000187166.1	0	0	0	0	2	4	5	2	0	0
ENSG00000187170.4	0	0	0	0	0	0	0	0	0	0
ENSG00000187173.3	0	0	0	0	0	0	0	0	0	0
ENSG00000187175.5	0	0	0	0	0	0	0	0	0	0
ENSG00000187180.3	0	0	0	0	0	0	0	0	0	0
ENSG00000187185.3	0	0	0	1	2	4	2	2	4	2
ENSG00000187186.10	0	1	0	1	101	113	71	50	84	83
ENSG00000187187.8	8	2	2	10	314	391	267	206	259	232
ENSG00000187189.9	67	33	57	39	7453	9502	7152	5759	8357	6883
ENSG00000187191.10	0	0	0	0	0	0	0	0	0	0
ENSG00000187193.8	1	4	6	2	1091	1277	904	760	1063	929
ENSG00000187210.8	3	7	2	9	1194	1263	1072	957	1361	1227
ENSG00000187223.3	0	0	0	0	0	0	0	0	0	0
ENSG00000187231.8	12	25	21	20	3284	3997	3105	2420	3418	3031
ENSG00000187238.5	0	0	0	0	0	0	0	0	0	0
ENSG00000187239.11	544	392	417	402	34705	44191	32178	25054	35843	30134
ENSG00000187240.9	0	0	0	0	44	43	32	40	52	48
ENSG00000187242.4	0	0	0	0	0	0	0	0	0	0
ENSG00000187243.11	0	0	2	8	44	38	23	26	37	25
ENSG00000187244.5	0	0	0	0	1	0	0	0	0	0
ENSG00000187257.9	141	101	142	132	5427	6739	4903	4049	5837	4590
ENSG00000187258.9	0	0	0	0	0	0	0	1	0	0
ENSG00000187260.10	1	1	2	0	585	738	512	404	562	476
ENSG00000187266.8	3	7	9	6	382	553	388	284	418	359
ENSG00000187268.7	0	0	0	0	2	10	0	2	4	1
ENSG00000187272.4	0	0	0	0	0	0	0	0	0	0
ENSG00000187288.6	0	0	0	0	2	2	3	1	2	2
ENSG00000187323.7	0	0	0	0	4	0	0	0	0	0
ENSG00000187325.4	58	41	93	33	8965	11637	8938	6591	9662	7794
ENSG00000187372.9	0	0	0	0	18	43	22	11	16	26
ENSG00000187391.13	0	0	0	0	20	32	30	14	26	18
ENSG00000187398.7	0	0	0	0	0	0	0	0	0	1
ENSG00000187416.7	0	0	0	0	0	3	0	0	0	0
ENSG00000187446.7	56	43	55	38	7293	9008	6572	5250	7003	5861
ENSG00000187456.9	3	0	6	4	260	311	233	197	318	267
ENSG00000187461.5	0	0	0	0	0	0	0	0	0	0
ENSG00000187474.3	0	0	0	0	0	0	0	0	0	0
ENSG00000187475.4	43	36	27	35	0	0	0	0	0	0
ENSG00000187479.4	12	13	5	8	626	877	549	551	652	619
ENSG00000187486.5	27	11	17	14	3805	5236	3551	3132	4160	3529
ENSG00000187492.4	0	0	0	0	3	0	6	2	2	7
ENSG00000187498.9	0	0	0	0	1	4	4	0	0	0
ENSG00000187510.3	0	0	0	0	5	0	3	0	3	11
ENSG00000187513.8	0	0	0	0	0	0	0	0	0	0
ENSG00000187514.10	202	165	233	197	340204	431756	315783	249505	375402	294385
ENSG00000187516.5	0	0	0	0	0	0	0	0	0	0
ENSG00000187522.8	236	139	217	187	19745	24861	18668	14581	21169	17603
ENSG00000187527.6	0	0	0	0	6	0	0	0	0	3
ENSG00000187531.7	36	57	52	37	9380	12291	8777	8024	9730	8831
ENSG00000187533.9	0	0	0	0	0	0	0	0	0	0
ENSG00000187535.9	16	17	15	16	2100	2630	2087	1702	2223	2050
ENSG00000187537.9	0	0	0	1	0	4	0	0	1	0
ENSG00000187545.5	0	0	0	0	0	0	0	0	0	0
ENSG00000187546.9	0	0	0	0	0	0	1	0	0	0
ENSG00000187550.4	0	0	0	0	0	0	0	0	0	1
ENSG00000187553.5	0	0	0	0	0	1	0	0	3	0
ENSG00000187554.7	8	8	3	12	443	531	448	296	464	394
ENSG00000187555.10	435	288	403	258	64529	82091	61288	47526	69703	57123
ENSG00000187556.6	0	0	0	0	23	13	9	7	11	12
ENSG00000187559.4	0	0	0	0	0	0	0	0	2	0
ENSG00000187566.3	0	0	0	0	0	0	1	0	0	0
ENSG00000187569.2	0	0	0	0	0	0	0	0	0	0
ENSG00000187581.2	0	0	0	0	0	0	0	0	0	0
ENSG00000187583.5	0	0	0	0	2	1	0	4	0	6
ENSG00000187595.9	3	3	0	0	2786	3888	2742	2269	2970	2355
ENSG00000187600.8	0	0	0	0	0	4	0	1	0	0
ENSG00000187601.3	74	30	67	61	2567	3214	2332	1870	2585	2195
ENSG00000187605.10	51	48	21	25	7941	11241	9183	6715	9334	9076
ENSG00000187607.11	0	2	0	0	2271	2872	2308	1794	2426	2028
ENSG00000187608.5	246	128	191	181	7810	10704	7244	6153	8064	7539
ENSG00000187609.10	0	0	0	0	0	0	3	0	0	0
ENSG00000187612.1	0	0	0	0	0	0	0	0	0	0
ENSG00000187616.4	0	0	0	0	0	0	0	0	0	0
ENSG00000187624.7	2	2	11	5	414	466	367	348	473	378
ENSG00000187626.7	11	12	23	22	1808	2117	1709	1584	2105	1748
ENSG00000187627.9	0	0	2	2	642	617	503	452	650	518
ENSG00000187630.10	42	27	23	19	2872	3878	2952	2064	3259	2770
ENSG00000187634.6	1	1	1	0	2031	2706	1936	1593	2120	1780
ENSG00000187642.5	0	0	0	0	4	12	0	3	1	2
ENSG00000187650.3	2	0	0	0	502	666	462	410	487	429
ENSG00000187658.6	0	0	0	0	0	0	0	0	0	0
ENSG00000187664.7	0	0	0	0	2	0	1	0	2	1
ENSG00000187672.8	0	0	0	0	0	0	0	0	0	0
ENSG00000187676.6	31	31	38	35	3283	4263	3306	2424	3687	2992
ENSG00000187678.8	0	0	0	0	71	48	55	33	64	28
ENSG00000187682.1	0	0	0	0	10	2	10	6	8	4
ENSG00000187688.10	145	97	119	91	9818	12906	8975	7501	9533	8447
ENSG00000187689.5	0	0	0	0	0	0	0	0	0	0
ENSG00000187690.2	0	0	0	0	0	0	0	0	0	0
ENSG00000187695.5	8	4	4	2	600	788	555	475	589	559
ENSG00000187699.6	0	0	0	0	105	167	127	103	94	111
ENSG00000187701.3	0	0	0	0	0	0	0	0	0	0
ENSG00000187713.5	37	26	51	32	5959	7119	5311	4475	6166	5212
ENSG00000187714.5	0	0	0	0	0	0	0	0	2	0
ENSG00000187715.9	0	0	0	0	2	2	2	0	2	1
ENSG00000187720.10	0	0	0	0	3	0	0	0	0	0
ENSG00000187726.4	0	0	2	0	71	68	50	24	48	50
ENSG00000187730.6	0	0	0	0	0	4	1	0	0	1
ENSG00000187733.6	0	0	0	0	0	0	0	0	0	0
ENSG00000187735.8	21	14	20	13	18249	23631	18071	13121	20614	15750
ENSG00000187736.8	10	6	1	9	258	348	277	209	321	236
ENSG00000187741.9	50	61	95	74	14220	19279	13340	11712	14478	13010
ENSG00000187742.10	59	42	73	44	12356	15948	12520	9690	13180	11726
ENSG00000187747.2	0	0	0	0	0	0	0	0	0	0
ENSG00000187753.7	0	0	0	0	7	13	4	10	7	6
ENSG00000187754.8	0	0	0	0	0	0	0	0	0	0
ENSG00000187758.3	0	0	0	0	0	4	0	0	0	0
ENSG00000187764.7	327	231	262	289	33715	43369	32497	26010	35045	30344
ENSG00000187766.1	0	0	0	0	0	0	0	0	0	0
ENSG00000187772.6	70	66	87	82	13720	16580	13600	9852	15606	12051
ENSG00000187773.7	0	0	0	0	0	2	0	0	0	2
ENSG00000187775.11	19	8	10	2	1294	1732	1177	1033	1337	1102
ENSG00000187778.9	270	175	191	269	31554	41997	29630	23808	32607	28354
ENSG00000187783.7	3	3	5	0	298	381	287	270	351	273
ENSG00000187786.1	0	0	0	0	1	1	0	1	0	0
ENSG00000187790.6	38	32	41	42	3421	4676	3510	2553	3945	3125
ENSG00000187791.5	0	0	0	0	0	0	0	0	0	0
ENSG00000187792.3	10	13	13	13	473	635	428	381	425	364
ENSG00000187796.9	44	33	38	53	5168	7245	4758	4160	5781	4932
ENSG00000187800.9	0	0	0	0	4	0	0	5	2	0
ENSG00000187801.9	29	15	15	20	1493	1767	1512	1209	1575	1481
ENSG00000187806.3	0	0	0	0	0	0	0	0	0	0
ENSG00000187808.3	0	0	0	0	18	50	29	26	42	20
ENSG00000187811.3	0	0	0	0	1	1	1	0	0	0
ENSG00000187815.5	17	8	1	12	793	1053	785	723	995	817
ENSG00000187821.4	0	0	0	0	0	0	0	0	0	0
ENSG00000187823.2	0	0	0	0	0	0	0	0	0	0
ENSG00000187824.4	0	0	0	0	160	208	159	126	215	127
ENSG00000187833.7	0	0	0	0	0	0	2	0	0	2
ENSG00000187837.2	5488	3923	6441	5866	442	534	416	293	438	342
ENSG00000187838.12	2	0	1	6	216	331	249	186	248	217
ENSG00000187840.4	162	134	184	125	12200	16313	11602	9147	12472	10846
ENSG00000187848.8	0	0	0	0	121	194	123	100	104	80
ENSG00000187855.5	0	0	0	0	18	24	6	8	14	9
ENSG00000187857.3	0	0	0	0	0	0	0	0	0	0
ENSG00000187860.6	78	52	81	91	1931	2616	1896	1538	2234	1824
ENSG00000187862.6	18	19	34	29	4073	5171	3913	3153	4238	3634
ENSG00000187866.6	16	30	11	7	2700	3345	2564	2394	3226	2667
ENSG00000187867.4	0	0	0	0	0	4	0	2	0	4
ENSG00000187871.2	0	0	0	0	0	0	0	0	0	0
ENSG00000187889.8	0	0	0	0	0	0	0	0	0	1
ENSG00000187902.7	0	0	0	0	8	18	3	6	11	10
ENSG00000187905.6	0	0	0	0	1	0	2	0	0	0
ENSG00000187908.10	0	0	0	0	5	0	4	0	0	0
ENSG00000187912.7	0	0	0	0	2	0	0	2	0	0
ENSG00000187918.3	0	0	0	0	0	0	0	0	0	0
ENSG00000187922.9	0	0	0	0	1	0	0	0	0	0
ENSG00000187942.7	0	0	0	0	0	0	0	0	0	0
ENSG00000187944.2	0	0	0	0	4	12	6	4	10	0
ENSG00000187950.4	0	0	0	0	0	0	0	0	0	0
ENSG00000187951.5	3	8	1	8	4074	5020	4016	3504	4860	3999
ENSG00000187954.8	26	18	32	21	8196	10977	7552	6661	8389	7389
ENSG00000187955.7	0	0	0	0	0	0	6	0	0	2
ENSG00000187957.7	0	0	0	0	9	0	0	0	0	0
ENSG00000187959.5	0	0	0	0	308	352	248	257	353	285
ENSG00000187961.8	14	10	6	16	2175	3201	2165	1848	2265	1895
ENSG00000187969.4	0	0	0	0	0	0	0	0	0	0
ENSG00000187980.6	0	0	0	0	0	0	0	0	0	0
ENSG00000187987.5	1	0	0	0	8	18	13	18	14	3
ENSG00000187990.4	1221	877	1256	1020	25	64	31	36	37	37
ENSG00000187994.7	17	25	29	12	2036	2808	2038	1631	2256	1949
ENSG00000187997.7	0	0	0	0	0	2	0	0	0	0
ENSG00000188000.2	0	0	0	0	4	4	1	11	1	4
ENSG00000188001.5	0	0	0	2	54	87	56	37	81	71
ENSG00000188004.5	0	0	0	0	3	2	0	0	2	0
ENSG00000188010.8	5	7	18	15	712	882	681	553	730	596
ENSG00000188011.5	1	4	1	2	453	602	393	438	450	406
ENSG00000188015.5	2	0	0	0	19	35	45	10	14	11
ENSG00000188021.7	109	84	97	81	5670	7095	5082	4667	6194	5316
ENSG00000188026.7	2	3	2	5	269	291	252	146	250	293
ENSG00000188032.5	0	0	0	0	0	0	1	2	4	4
ENSG00000188033.5	12	12	25	7	520	762	508	449	657	489
ENSG00000188037.6	0	0	0	0	0	2	0	0	0	2
ENSG00000188038.3	0	0	0	0	0	4	1	0	0	0
ENSG00000188039.9	0	0	0	0	0	0	0	0	0	0
ENSG00000188042.5	297	189	204	209	40185	54486	39816	31869	47501	38601
ENSG00000188050.2	0	0	0	0	0	0	0	0	0	0
ENSG00000188051.5	0	0	0	0	6	13	3	8	14	2
ENSG00000188056.7	0	0	0	0	3	4	0	0	0	4
ENSG00000188060.6	2	0	0	0	10	19	7	7	10	15
ENSG00000188064.5	0	0	1	0	0	0	0	0	0	2
ENSG00000188069.3	0	0	0	0	0	0	0	0	0	0
ENSG00000188076.2	0	0	0	0	0	0	1	0	0	0
ENSG00000188086.8	0	0	0	0	2	4	2	3	3	2
ENSG00000188089.9	0	0	0	0	2	1	0	0	0	0
ENSG00000188092.9	1	0	0	6	287	326	309	166	351	231
ENSG00000188095.3	0	0	0	0	0	0	0	0	0	0
ENSG00000188100.7	0	0	0	0	0	0	0	0	0	0
ENSG00000188107.8	0	0	0	0	59	47	43	46	49	56
ENSG00000188112.4	3	0	4	1	316	388	334	312	380	312
ENSG00000188120.9	0	0	0	0	0	0	0	0	0	0
ENSG00000188124.2	0	0	0	0	48	61	41	43	37	56
ENSG00000188126.7	0	0	0	0	88	97	64	70	75	82
ENSG00000188130.9	0	0	0	0	143	199	130	101	103	143
ENSG00000188133.5	0	0	0	0	0	0	0	0	0	0
ENSG00000188152.7	0	0	0	0	166	267	117	133	156	143
ENSG00000188153.8	1	0	0	0	52	98	73	70	84	67
ENSG00000188155.8	0	0	0	0	0	0	0	0	0	0
ENSG00000188157.9	0	0	0	0	311	441	306	219	337	318
ENSG00000188158.10	0	0	0	0	15	12	11	1	1	0
ENSG00000188162.6	0	0	0	0	0	0	0	0	0	0
ENSG00000188163.6	0	0	0	0	1008	1376	913	700	998	925
ENSG00000188167.4	38	15	12	11	563	619	504	363	534	467
ENSG00000188171.9	0	0	0	0	3	5	6	1	11	1
ENSG00000188175.5	0	0	0	0	0	6	0	1	3	0
ENSG00000188176.7	0	0	0	0	0	0	0	0	0	0
ENSG00000188177.9	20	9	24	30	1352	1833	1452	1031	1593	1292
ENSG00000188186.6	263	159	266	186	12734	16562	11405	9527	12703	10787
ENSG00000188191.9	279	188	280	129	19844	26421	18521	15355	20820	18138
ENSG00000188199.5	0	0	0	0	11	14	16	18	14	14
ENSG00000188211.4	23	12	19	26	4914	6396	5641	3829	5729	5264
ENSG00000188215.4	4	1	5	2	558	656	417	368	588	436
ENSG00000188219.10	0	0	0	0	0	0	0	0	0	0
ENSG00000188223.8	0	0	0	0	0	0	0	0	0	0
ENSG00000188227.8	0	0	0	0	49	63	56	47	63	41
ENSG00000188229.4	401	226	351	347	38255	50222	34533	27281	37987	31783
ENSG00000188234.9	1	0	0	0	256	353	252	240	278	237
ENSG00000188242.3	23	11	37	29	5508	6927	4848	4166	5755	4925
ENSG00000188243.8	107	77	112	123	7568	9872	7480	5695	8065	6759
ENSG00000188257.6	0	0	0	0	0	0	0	0	0	0
ENSG00000188263.6	0	0	0	0	0	1	1	1	0	0
ENSG00000188266.9	0	0	8	7	128	218	123	108	150	99
ENSG00000188269.3	0	0	0	0	0	0	0	0	0	0
ENSG00000188277.7	0	0	0	0	298	374	308	230	298	256
ENSG00000188279.7	0	0	0	0	0	0	0	0	0	0
ENSG00000188280.7	0	0	0	0	15	15	13	7	8	16
ENSG00000188282.8	0	0	0	0	0	0	0	0	0	1
ENSG00000188283.7	5	11	17	16	1763	2250	1571	1365	1854	1609
ENSG00000188290.6	42	30	58	56	2531	3793	2529	2368	3078	2657
ENSG00000188293.5	0	0	0	0	0	0	0	0	0	0
ENSG00000188295.9	58	43	45	52	2659	3611	2583	2062	3143	2529
ENSG00000188305.4	0	0	0	0	33	29	8	24	15	21
ENSG00000188306.6	0	0	0	0	15	15	16	17	14	15
ENSG00000188312.9	58	41	54	62	3354	4321	3260	2528	3784	3232
ENSG00000188313.7	122	107	142	67	6094	7697	5843	4654	6686	5671
ENSG00000188315.3	2	1	4	6	2878	4107	2996	2357	3223	2940
ENSG00000188316.8	0	0	0	0	0	0	0	0	0	0
ENSG00000188321.8	31	11	24	31	2659	3530	2614	2014	3063	2715
ENSG00000188322.4	15	13	20	8	3927	5604	3924	3084	4237	3897
ENSG00000188324.3	0	0	0	0	0	0	0	0	0	0
ENSG00000188334.3	0	0	0	0	0	0	0	0	0	0
ENSG00000188340.1	0	0	0	0	0	0	0	0	0	0
ENSG00000188342.7	114	125	168	134	8919	11012	8418	6397	9784	7762
ENSG00000188343.8	13	6	2	3	2437	3054	2298	1665	2435	2015
ENSG00000188352.7	70	50	61	55	5804	7175	5486	4113	6104	5539
ENSG00000188368.4	6	7	6	8	937	1304	859	800	949	937
ENSG00000188372.10	0	2	0	0	197	293	232	174	280	200
ENSG00000188373.4	0	0	0	0	0	0	0	0	0	0
ENSG00000188375.3	21	5	10	12	156	158	120	105	85	111
ENSG00000188379.5	0	0	0	0	0	0	0	0	0	0
ENSG00000188385.7	0	0	0	0	246	197	210	128	179	169
ENSG00000188386.5	0	0	0	0	0	4	0	0	0	2
ENSG00000188389.6	0	0	1	0	184	315	223	183	274	195
ENSG00000188393.4	0	0	0	0	3	0	0	1	0	2
ENSG00000188394.6	0	0	0	0	0	0	0	0	0	0
ENSG00000188396.2	0	0	0	0	23	24	12	26	28	18
ENSG00000188404.4	612	423	577	575	40148	50045	37187	28091	43975	35000
ENSG00000188408.3	0	0	0	0	0	0	0	0	0	0
ENSG00000188419.8	33	25	28	32	3417	4346	3597	2464	3740	3097
ENSG00000188425.2	0	0	0	0	2	7	6	4	8	2
ENSG00000188428.12	51	16	44	34	5184	6530	4913	3757	5727	4780
ENSG00000188452.9	0	0	0	2	9988	13032	9294	7208	10636	8143
ENSG00000188467.6	0	0	0	0	211	256	210	154	208	138
ENSG00000188474.6	24	14	36	19	2544	2980	2261	2075	2773	2236
ENSG00000188483.6	1	0	0	0	18	34	19	23	23	28
ENSG00000188486.3	1516	918	1575	1511	27656	38444	26803	21277	27341	24562
ENSG00000188487.7	0	0	0	0	0	0	0	0	0	0
ENSG00000188488.8	0	0	0	0	0	0	0	0	0	0
ENSG00000188493.8	45	45	47	36	5214	7185	5125	4418	5449	5088
ENSG00000188501.7	0	1	3	1	1319	1699	1246	938	1407	1035
ENSG00000188505.3	0	0	0	0	4	2	2	4	0	0
ENSG00000188508.5	0	0	0	0	0	0	0	0	0	0
ENSG00000188511.8	3	4	10	9	987	1107	924	668	940	764
ENSG00000188517.10	0	0	0	0	17	24	24	4	16	16
ENSG00000188522.10	12	13	13	22	1322	1634	1245	1027	1485	1244
ENSG00000188523.4	0	0	0	0	1	5	9	4	3	12
ENSG00000188529.9	346	257	373	211	80288	106678	83272	59454	86688	71021
ENSG00000188536.8	0	0	0	0	0	0	0	0	0	0
ENSG00000188542.5	17	13	17	16	1733	2547	1846	1554	2080	1868
ENSG00000188549.8	0	0	0	0	30	39	30	40	33	36
ENSG00000188554.9	102	64	82	108	10149	12865	10372	7486	11009	9071
ENSG00000188558.4	0	0	0	0	0	0	0	0	0	0
ENSG00000188559.8	27	17	38	26	4321	5607	4471	3138	5000	4243
ENSG00000188566.6	56	50	56	57	13931	20382	13548	12591	14293	13518
ENSG00000188573.6	0	0	0	0	0	0	0	0	0	4
ENSG00000188580.9	0	0	0	0	0	0	0	0	0	0
ENSG00000188581.8	0	0	0	0	0	0	0	0	0	0
ENSG00000188582.4	1	0	0	0	4	2	0	0	0	2
ENSG00000188596.3	0	0	0	0	8	17	8	14	19	20
ENSG00000188599.12	0	0	0	0	1337	1964	1308	1169	1523	1382
ENSG00000188603.12	17	15	34	13	2865	3794	2556	2099	2815	2481
ENSG00000188610.7	1	11	3	0	2956	3480	2598	1978	3207	2440
ENSG00000188611.8	0	0	0	0	44	59	38	31	41	54
ENSG00000188612.7	24	23	21	22	48477	62533	46673	34428	54162	41715
ENSG00000188613.5	5	4	3	6	2592	3550	2348	1778	2769	2229
ENSG00000188620.8	0	2	3	2	266	354	258	204	262	243
ENSG00000188624.2	0	0	0	0	0	0	0	0	0	0
ENSG00000188626.5	0	0	0	0	0	3	3	1	1	1
ENSG00000188629.6	3	4	4	5	633	821	594	525	846	715
ENSG00000188636.3	100	88	140	108	16263	20098	14718	13408	18714	15902
ENSG00000188641.8	119	110	118	140	10375	12532	10101	7053	10783	8902
ENSG00000188643.5	0	0	0	0	7	0	0	1	0	0
ENSG00000188647.8	40	43	29	65	8981	11936	9856	6948	10070	8770
ENSG00000188649.6	0	0	0	0	28	40	31	9	37	27
ENSG00000188655.6	0	0	0	0	0	0	0	0	0	0
ENSG00000188659.5	0	0	0	1	13	25	11	8	25	14
ENSG00000188672.11	0	0	0	0	45	62	45	28	50	25
ENSG00000188674.6	0	0	0	0	0	0	0	0	0	2
ENSG00000188676.8	0	0	0	0	0	0	0	0	0	0
ENSG00000188677.9	0	0	3	0	47	45	47	20	38	21
ENSG00000188686.2	0	0	0	0	0	1	1	0	0	0
ENSG00000188687.11	0	0	0	0	45	68	56	45	59	53
