Gene_ID	RiboCon1	RiboCon2	RiboSil1	RiboSil3	TotalCon1	TotalCon2	TotalCon3	TotalSil1	TotalSil2	TotalSil3
ENSG00000117322.12	58	34	40	32	4533	5541	4338	3234	4715	4151
ENSG00000117335.13	191	98	183	153	31186	40787	31474	22164	33590	26630
ENSG00000117360.8	57	48	93	101	15309	19154	14376	12309	16078	13412
ENSG00000117362.8	112	69	124	108	27357	34401	25317	19863	27963	22730
ENSG00000117385.11	74	54	74	70	8318	10519	7819	6503	8571	7248
ENSG00000117394.13	133	106	74	85	9446	12163	8486	7258	9791	8308
ENSG00000117395.5	512	326	520	411	28585	35214	26483	21319	30628	26290
ENSG00000117399.9	218	164	159	180	46858	59709	41095	33990	45515	38364
ENSG00000117400.10	0	0	0	0	0	2	1	1	0	0
ENSG00000117407.12	1	1	5	0	150	230	188	161	149	149
ENSG00000117408.5	28	55	42	40	6872	9032	6573	5433	7277	6253
ENSG00000117410.9	312	213	292	297	22654	28879	20589	16829	23925	20277
ENSG00000117411.12	0	0	0	2	3	18	20	3	7	7
ENSG00000117419.10	153	104	108	142	10442	13405	9329	7871	10672	9285
ENSG00000117425.9	8	7	4	3	114	186	172	115	152	137
ENSG00000117448.9	188	174	200	171	20455	26184	18955	15708	20892	18748
ENSG00000117450.9	1491	961	1596	1270	114974	143382	105746	81169	124363	99330
ENSG00000117461.10	92	46	54	52	9257	11400	8531	7036	10710	8691
ENSG00000117472.4	0	0	0	0	16	15	4	3	11	7
ENSG00000117475.9	36	23	40	49	3089	3962	2990	2554	3698	2843
ENSG00000117477.8	2	0	1	1	291	309	248	207	340	218
ENSG00000117479.7	17	9	22	10	1640	1950	1592	1134	1706	1339
ENSG00000117480.11	8	8	9	7	2396	3560	2533	1970	2686	2275
ENSG00000117481.5	53	34	59	38	6975	8877	6423	5727	7588	6618
ENSG00000117500.8	201	165	172	167	14434	18942	14711	10363	16048	12183
ENSG00000117501.10	0	0	0	0	0	0	0	0	0	0
ENSG00000117505.7	298	223	246	230	24748	32199	24653	18004	26562	21047
ENSG00000117507.3	0	0	0	0	0	0	0	0	0	0
ENSG00000117519.11	150	97	73	114	5796	7696	5913	4386	6888	5235
ENSG00000117523.11	818	580	883	720	84531	106111	87329	60471	92048	83344
ENSG00000117525.9	4	2	0	0	42	91	35	20	67	49
ENSG00000117528.7	332	210	324	322	16503	21365	16245	12125	17725	14574
ENSG00000117533.10	28	29	29	17	3110	4030	3241	2413	3623	2842
ENSG00000117543.14	77	68	100	62	5648	7107	5315	4028	6269	5105
ENSG00000117560.6	0	0	0	0	10	13	2	1	7	4
ENSG00000117569.13	91	76	156	77	6504	8253	6421	5224	7011	6037
ENSG00000117586.6	3	2	3	7	940	1364	1060	773	1224	946
ENSG00000117592.8	351	235	357	249	32438	41054	31357	23988	34999	28895
ENSG00000117593.8	113	44	75	66	8517	10593	8236	5887	8790	6950
ENSG00000117594.4	0	0	0	0	0	0	0	0	0	0
ENSG00000117595.6	0	0	0	0	5	11	0	2	5	0
ENSG00000117597.12	83	66	69	86	5835	6908	5649	4331	6258	5345
ENSG00000117598.7	0	0	0	0	0	0	0	0	0	0
ENSG00000117600.8	0	0	0	0	0	2	0	0	0	0
ENSG00000117601.9	0	0	0	0	11	20	6	7	9	4
ENSG00000117602.6	85	51	41	58	4192	5404	3939	2939	4424	3422
ENSG00000117614.5	141	104	159	167	10519	13435	9782	7563	11879	9403
ENSG00000117616.13	83	71	107	142	11569	14781	10658	9009	12314	10282
ENSG00000117620.7	54	35	48	28	5432	7361	5592	4287	5939	4752
ENSG00000117625.9	57	53	96	69	7774	9751	7455	5870	8573	7029
ENSG00000117632.16	4287	3281	4381	3966	304368	383165	285202	216506	320858	266720
ENSG00000117640.13	29	14	12	4	5225	6477	4754	3886	5157	4586
ENSG00000117643.10	0	0	0	0	3	20	7	7	3	6
ENSG00000117650.8	40	27	39	42	10620	13460	10025	7678	11103	8946
ENSG00000117676.8	152	62	132	105	20007	25872	19442	15370	19981	17913
ENSG00000117682.11	76	49	54	82	7362	9108	7056	5475	7694	6569
ENSG00000117691.5	71	48	56	50	6317	8600	6098	4980	6439	5779
ENSG00000117697.10	140	109	194	129	8656	11027	8280	6018	9458	7470
ENSG00000117707.10	0	2	3	2	343	418	326	288	343	353
ENSG00000117713.13	382	278	293	427	51249	64077	47943	41909	53840	48204
ENSG00000117724.8	775	588	838	718	68414	88680	72773	48919	74010	62633
ENSG00000117748.5	306	195	223	217	26457	33609	25023	20145	29261	24237
ENSG00000117751.13	99	88	133	110	17745	21316	15919	12557	18649	15490
ENSG00000117758.8	33	20	45	38	2757	3671	2931	1976	2936	2397
ENSG00000117791.11	0	0	0	0	0	0	0	0	0	0
ENSG00000117834.8	0	0	0	0	0	0	0	0	0	0
ENSG00000117859.14	77	65	89	40	13444	17610	13411	9903	14930	12092
ENSG00000117862.6	183	133	194	187	14919	18638	14174	10489	15662	12709
ENSG00000117868.10	432	360	368	307	51150	66543	51227	37445	54040	45202
ENSG00000117877.6	5	5	3	8	1156	1403	1060	921	1193	1021
ENSG00000117899.6	144	103	150	156	10656	13155	9874	7452	11303	8648
ENSG00000117906.9	197	127	219	186	12993	16643	12578	9142	13785	10638
ENSG00000117971.6	0	0	0	0	0	4	2	1	3	0
ENSG00000117983.13	0	0	0	0	15	13	13	9	9	7
ENSG00000117984.8	376	285	388	345	21353	29184	20328	16511	21395	18740
ENSG00000118004.12	0	0	0	0	2	4	2	0	4	10
ENSG00000118007.8	204	139	240	148	17562	22294	18483	13259	20418	16419
ENSG00000118017.3	0	0	0	0	0	1	0	0	0	0
ENSG00000118046.10	36	46	53	39	13278	18390	12605	10682	13957	12125
ENSG00000118058.15	207	138	191	172	35105	46345	39020	26463	38841	36983
ENSG00000118094.6	0	0	0	0	0	0	0	2	3	0
ENSG00000118096.3	43	40	28	46	3419	4493	3329	2567	3897	3126
ENSG00000118113.6	0	0	0	0	0	0	0	0	0	0
ENSG00000118137.5	0	0	0	0	9	8	1	11	13	2
ENSG00000118156.7	0	0	0	0	0	0	0	2	0	0
ENSG00000118160.8	0	0	0	0	9	20	10	6	11	10
ENSG00000118162.8	26	38	32	36	4228	5465	3609	2985	3993	3555
ENSG00000118181.5	1548	885	1215	974	110542	140045	101589	79875	124264	99430
ENSG00000118193.7	127	128	161	159	18938	25186	19664	14387	19727	16697
ENSG00000118194.14	0	0	0	0	17	24	13	8	18	20
ENSG00000118197.9	45	37	57	50	4573	5732	4326	3457	4990	4258
ENSG00000118200.10	0	4	0	0	197	322	262	159	295	260
ENSG00000118217.5	174	121	154	143	13308	17660	13780	9894	14875	12422
ENSG00000118231.4	0	0	0	0	0	0	0	0	0	0
ENSG00000118242.10	28	6	8	24	3165	4216	3117	2422	3532	2907
ENSG00000118245.2	0	0	0	0	0	0	0	0	0	0
ENSG00000118246.9	116	110	98	99	8864	11132	8360	6926	9673	7982
ENSG00000118257.12	0	0	0	0	2	0	0	0	0	0
ENSG00000118260.9	109	65	76	46	9214	11682	9519	6804	9729	8380
ENSG00000118263.10	3	5	0	0	270	281	253	189	320	233
ENSG00000118271.5	0	0	0	0	0	0	0	0	0	0
ENSG00000118276.7	0	2	0	0	35	62	54	31	74	40
ENSG00000118292.4	57	21	50	39	2197	2913	2079	1630	2222	1952
ENSG00000118298.5	0	0	0	0	115	108	89	68	87	93
ENSG00000118307.13	0	0	0	1	14	16	5	14	1	11
ENSG00000118308.10	80	39	74	40	9054	11442	8708	6891	10508	8587
ENSG00000118322.8	0	0	0	0	3	9	5	4	13	5
ENSG00000118363.7	11	5	17	2	6080	7603	5806	4506	6928	5258
ENSG00000118369.8	22	16	6	14	2041	2896	2161	1589	2426	2160
ENSG00000118402.5	119	110	111	100	6974	8466	6501	4937	7235	5789
ENSG00000118407.9	0	0	0	0	18	7	7	6	12	12
ENSG00000118418.10	259	205	309	371	25557	31833	24153	18475	26659	21786
ENSG00000118420.12	10	9	21	16	1072	1445	1084	903	1301	1080
ENSG00000118432.11	0	0	0	0	0	2	0	0	0	2
ENSG00000118434.4	0	0	0	0	0	0	0	0	0	0
ENSG00000118454.8	30	43	14	46	5064	6511	4950	3747	5588	4548
ENSG00000118473.15	0	0	0	0	5	0	0	0	0	3
ENSG00000118482.7	231	171	259	195	17817	21877	17553	13631	20566	17382
ENSG00000118491.7	0	0	0	0	3	0	0	0	0	2
ENSG00000118492.12	0	0	0	0	7	4	4	0	2	3
ENSG00000118495.13	38	20	24	28	4309	5637	4327	3378	4564	4231
ENSG00000118496.3	31	11	34	26	2900	3590	3050	2230	3401	2835
ENSG00000118503.10	167	121	137	105	17439	25343	18781	14187	21603	18336
ENSG00000118507.11	25	9	26	22	1378	1492	1306	893	1378	1121
ENSG00000118508.4	60	39	38	59	4173	5334	3602	3031	4296	3662
ENSG00000118513.14	561	512	613	563	44369	57590	43582	32489	50011	41213
ENSG00000118514.9	1	0	0	0	71	115	94	94	81	83
ENSG00000118515.7	24	42	13	27	1434	2649	1937	889	1924	1541
ENSG00000118518.10	38	19	30	19	2184	2630	2132	1974	2714	2200
ENSG00000118520.7	0	0	0	0	13	37	14	16	17	17
ENSG00000118523.5	0	0	0	0	0	1	1	0	0	0
ENSG00000118526.6	0	0	0	0	0	0	0	0	0	0
ENSG00000118557.11	9	2	0	3	682	837	606	512	693	534
ENSG00000118564.10	86	65	84	111	7624	9834	7622	5739	8686	7293
ENSG00000118579.6	102	51	118	120	17656	22757	16869	13088	19211	15548
ENSG00000118596.7	71	75	79	77	1851	2389	2247	1468	2153	2159
ENSG00000118600.6	50	27	41	31	4236	5834	3887	3391	4624	3962
ENSG00000118620.7	16	18	59	17	5481	6203	4725	4093	5490	4472
ENSG00000118640.6	25	35	17	18	2317	3196	2175	1684	2505	2113
ENSG00000118655.4	79	63	102	63	7087	8581	6516	5332	8076	6619
ENSG00000118680.8	222	166	236	202	41807	52515	38225	29340	43484	36642
ENSG00000118689.10	6	4	7	2	2809	3675	2819	2196	3268	2748
ENSG00000118690.8	22	7	10	15	669	837	600	492	684	567
ENSG00000118702.5	0	0	0	0	0	0	0	0	1	0
ENSG00000118705.12	1307	828	1246	1229	98603	124228	94699	71088	101629	86228
ENSG00000118707.4	40	29	52	23	7591	9685	7005	5947	8253	6919
ENSG00000118729.9	2	2	3	8	36	26	23	16	28	15
ENSG00000118733.12	0	0	0	0	0	0	0	0	1	0
ENSG00000118762.3	27	25	17	39	4516	5955	4695	3514	4988	3981
ENSG00000118777.6	0	0	0	0	2	11	7	0	9	12
ENSG00000118785.9	0	0	0	0	0	0	3	0	0	0
ENSG00000118804.7	0	0	0	0	0	0	0	0	0	0
ENSG00000118816.5	571	419	397	369	40808	52661	39254	30434	43313	34809
ENSG00000118849.5	0	0	0	0	2	14	10	10	8	2
ENSG00000118855.13	46	20	59	33	6173	7406	5872	4103	6430	5011
ENSG00000118873.10	114	74	84	122	13801	17723	14267	10540	15813	13832
ENSG00000118894.10	0	2	0	0	854	1191	786	621	980	722
ENSG00000118898.10	0	0	0	0	16	34	13	7	7	17
ENSG00000118900.10	109	75	99	95	22337	28785	21537	17502	24447	21296
ENSG00000118922.12	56	54	48	37	9131	12633	9808	7280	10448	9577
ENSG00000118939.11	28	2	8	20	843	925	708	577	809	606
ENSG00000118946.7	0	0	0	0	0	0	0	0	0	2
ENSG00000118960.8	16	14	18	11	1395	1921	1315	1039	1351	1169
ENSG00000118961.9	108	41	118	73	7136	9124	7011	5247	8083	6720
ENSG00000118965.10	7	5	8	6	834	913	796	584	855	708
ENSG00000118971.3	3	2	2	3	214	268	226	150	252	175
ENSG00000118972.1	0	0	0	0	0	1	0	0	0	2
ENSG00000118985.10	0	0	0	0	11	28	18	8	17	8
ENSG00000118997.9	0	0	0	0	2	8	23	4	9	8
ENSG00000119004.10	96	56	56	74	4062	4853	3528	2836	3975	3385
ENSG00000119013.4	92	83	97	98	12252	15797	11413	9054	14073	11103
ENSG00000119041.6	162	103	136	152	14156	17671	13323	10383	15334	12762
ENSG00000119042.11	2	1	1	2	452	565	464	291	478	343
ENSG00000119048.3	155	115	189	164	7297	9176	6877	5189	7607	5967
ENSG00000119121.16	2	0	0	0	3	5	4	1	11	4
ENSG00000119125.12	0	0	0	0	0	0	0	0	0	0
ENSG00000119138.3	0	0	0	0	36	27	35	14	12	34
ENSG00000119139.11	30	15	24	7	2768	3523	2603	2133	3208	2601
ENSG00000119147.5	0	0	1	0	41	70	94	28	52	46
ENSG00000119185.8	180	129	173	151	18645	24122	17158	13986	19568	15848
ENSG00000119203.9	283	182	250	230	14167	18118	13682	10350	15332	12654
ENSG00000119227.3	1	1	0	9	344	514	339	324	403	365
ENSG00000119231.6	128	77	108	97	8597	10538	8606	6788	9589	8196
ENSG00000119242.4	48	22	28	49	6072	8330	5779	4730	6254	5530
ENSG00000119280.12	48	23	36	36	2820	3603	2710	2138	3031	2446
ENSG00000119283.11	0	0	0	0	18	58	46	37	58	69
ENSG00000119285.6	237	132	303	226	25402	31914	26149	19298	27969	24083
ENSG00000119314.11	266	232	202	190	24464	31420	25853	17392	26612	22066
ENSG00000119318.8	261	251	262	204	34631	43965	34265	25381	38414	31356
ENSG00000119321.4	35	24	72	21	7223	9183	7514	5585	8105	7325
ENSG00000119326.10	80	56	73	55	6435	8287	6419	5000	7503	6448
ENSG00000119328.7	11	11	9	5	3080	3818	3003	2410	3534	2805
ENSG00000119333.7	150	94	94	96	16464	22891	16503	13105	16944	14928
ENSG00000119335.11	427	300	389	359	133307	171610	129706	98866	147883	119373
ENSG00000119383.15	186	173	125	157	22724	29351	21373	16832	23718	20350
ENSG00000119392.10	139	80	130	89	11916	14989	11528	8903	12551	11155
ENSG00000119396.6	164	125	182	146	13645	17512	12618	9754	14251	11266
ENSG00000119397.11	137	114	120	122	20999	27251	22052	16183	24142	20930
ENSG00000119401.9	30	36	42	19	2120	2630	1970	1707	2304	2199
ENSG00000119402.11	58	44	56	41	6718	8729	6557	4990	7366	6323
ENSG00000119403.9	194	113	187	200	21673	28249	20092	16370	22051	19263
ENSG00000119408.12	18	12	15	11	1228	1647	1245	959	1316	1231
ENSG00000119411.10	0	1	0	1	121	224	148	123	160	150
ENSG00000119414.7	257	170	314	280	15153	18918	14272	10756	16127	12907
ENSG00000119421.5	157	86	140	85	5383	7142	5023	4243	6161	5044
ENSG00000119431.5	21	18	17	22	1464	1853	1437	1404	1683	1590
ENSG00000119446.8	42	40	76	66	4696	5839	4607	3518	5080	4350
ENSG00000119457.6	0	0	0	0	4	7	10	12	13	14
ENSG00000119471.10	75	33	73	57	3983	5488	4156	2965	4427	3644
ENSG00000119487.12	112	71	92	110	19846	24810	18312	14069	20694	17446
ENSG00000119508.13	0	0	4	0	104	105	85	79	91	89
ENSG00000119509.7	21	18	22	18	2467	3019	2487	1729	2648	2324
ENSG00000119514.5	0	0	0	0	0	0	0	0	0	0
ENSG00000119522.11	36	26	29	46	4633	6052	4524	3771	4803	4262
ENSG00000119523.8	28	10	48	16	2656	3406	2647	1961	2798	2360
ENSG00000119535.13	0	0	0	0	2	4	5	6	12	2
ENSG00000119537.10	75	69	65	108	6444	8704	6430	5188	7176	6186
ENSG00000119541.5	215	197	280	198	17999	22557	17434	13072	19096	15392
ENSG00000119547.3	4	4	3	0	165	286	178	145	201	152
ENSG00000119559.11	12	13	7	21	4098	5679	4006	3844	4312	3984
ENSG00000119574.7	19	14	19	27	1421	1873	1235	1269	1529	1376
ENSG00000119596.12	242	170	296	236	23576	30285	22870	17844	24729	21671
ENSG00000119599.12	69	55	57	63	9607	11815	8999	7202	9817	8758
ENSG00000119608.8	0	0	1	0	153	187	113	119	172	132
ENSG00000119614.2	0	0	0	0	10	6	2	10	6	5
ENSG00000119616.7	44	8	54	28	10729	13261	10190	7622	11871	9555
ENSG00000119630.8	0	0	0	0	1	12	2	3	7	7
ENSG00000119632.3	57	37	28	82	2444	3604	2485	2120	2817	2388
ENSG00000119636.11	7	5	5	12	574	755	542	401	555	460
ENSG00000119638.8	155	106	134	141	21606	28484	22179	16542	25094	21126
ENSG00000119640.4	66	53	60	58	2400	2962	2289	1801	2555	2102
ENSG00000119650.8	9	8	21	15	978	1090	812	612	922	820
ENSG00000119655.4	101	84	81	92	5022	6118	4683	3262	5350	4359
ENSG00000119661.8	14	5	25	11	978	1344	986	746	1181	846
ENSG00000119669.3	86	65	80	88	6821	9738	6645	5900	8104	7305
ENSG00000119673.10	15	11	22	19	1799	2464	1727	1339	2039	1773
ENSG00000119681.7	0	0	0	0	82	83	59	58	75	75
ENSG00000119682.11	44	33	44	29	16551	20366	15920	11877	17090	14454
ENSG00000119684.11	29	20	31	21	4803	6313	4598	3581	5108	4719
ENSG00000119685.13	18	27	17	18	7228	8966	6845	4963	7307	6476
ENSG00000119686.5	13	4	4	8	387	489	380	295	435	347
ENSG00000119688.15	41	39	31	60	7830	10054	7475	6075	8052	6892
ENSG00000119689.10	103	59	121	78	27153	34450	25650	19949	28450	24765
ENSG00000119698.7	0	1	0	0	32	29	32	28	31	30
ENSG00000119699.3	0	0	0	0	135	191	123	108	142	118
ENSG00000119703.12	0	3	0	0	41	70	36	27	60	33
ENSG00000119705.5	328	226	341	243	10283	12770	9439	7485	10915	9169
ENSG00000119707.9	375	356	485	379	65896	83556	66800	48783	74143	60958
ENSG00000119711.8	15	18	24	27	1248	1502	1167	932	1257	960
ENSG00000119714.6	18	8	15	14	3841	5163	3904	2984	3817	3353
ENSG00000119715.10	0	0	0	0	22	33	16	22	40	30
ENSG00000119718.5	135	93	165	159	9293	11920	8891	6918	9918	8333
ENSG00000119720.13	53	15	58	45	5628	6741	5514	4412	5981	5276
ENSG00000119723.11	16	3	8	8	1740	2250	1778	1411	1957	1716
ENSG00000119725.11	131	70	101	79	9928	12538	9279	7689	11089	8956
ENSG00000119729.6	3	1	0	2	3191	4146	2934	2268	3277	2666
ENSG00000119737.5	2	0	0	4	354	546	379	316	369	323
ENSG00000119760.11	120	105	132	104	10265	12887	9911	7579	10797	8932
ENSG00000119771.10	1	1	0	4	1347	1861	1367	992	1376	1155
ENSG00000119772.12	216	143	179	160	22078	29427	21840	17226	24326	20948
ENSG00000119777.14	64	30	47	45	6704	8577	6580	4943	7163	6300
ENSG00000119778.10	63	42	52	34	6916	8769	7356	5226	7986	7065
ENSG00000119782.9	2	0	0	2	48	121	86	45	104	67
ENSG00000119787.9	202	148	201	187	18714	23277	18186	13304	20169	15420
ENSG00000119801.8	15	17	21	17	2901	3625	2780	2129	3267	2585
ENSG00000119812.14	133	91	123	135	9982	12122	9448	7068	10391	8489
ENSG00000119820.5	118	89	79	112	6024	7766	5854	4760	6312	5083
ENSG00000119844.10	44	36	19	25	5135	6345	4873	4386	5960	5085
ENSG00000119862.7	4	0	2	1	201	205	203	168	162	239
ENSG00000119865.4	0	0	0	0	3	2	3	1	1	0
ENSG00000119866.16	89	76	63	74	3577	4863	3338	2919	4245	3758
ENSG00000119878.5	48	39	72	51	1838	2246	1683	1306	1829	1590
ENSG00000119888.6	2	1	0	0	64	72	59	66	88	55
ENSG00000119899.11	17	19	14	21	948	1355	977	736	1140	884
ENSG00000119900.6	0	0	0	0	0	0	3	0	0	0
ENSG00000119906.6	67	69	65	51	12245	16397	13086	9523	13598	11571
ENSG00000119912.10	166	102	139	107	10191	12967	10890	7291	11260	9450
ENSG00000119913.4	0	0	0	0	0	0	0	0	0	0
ENSG00000119915.4	0	0	0	0	0	6	12	2	0	8
ENSG00000119917.9	41	24	57	55	2234	2675	2156	1675	2476	2265
ENSG00000119919.9	0	0	0	0	0	0	0	0	0	0
ENSG00000119922.7	25	12	18	14	1085	1553	1206	863	1530	1240
ENSG00000119927.9	50	56	56	54	7313	9136	7629	5085	7735	6680
ENSG00000119929.8	79	58	64	81	6364	8032	5847	4864	6984	5878
ENSG00000119938.8	0	0	0	0	2	0	0	0	0	0
ENSG00000119943.6	2	10	4	10	888	1022	818	616	888	711
ENSG00000119946.9	0	0	0	0	0	0	0	0	0	0
ENSG00000119950.15	2	6	4	11	1462	1710	1300	1139	1534	1276
ENSG00000119953.7	225	144	197	249	12629	16000	12241	9525	13844	11151
ENSG00000119965.8	11	10	9	8	2280	2887	2215	1934	2472	2123
ENSG00000119969.10	458	314	437	358	13536	17754	12962	10059	14198	11817
ENSG00000119973.3	0	0	0	0	0	0	0	0	0	0
ENSG00000119977.14	27	30	44	46	5509	6667	5115	3835	5500	4520
ENSG00000119979.10	27	35	34	57	9949	12599	9314	7001	10518	8475
ENSG00000119986.6	0	2	1	0	178	166	153	124	141	122
ENSG00000120008.10	58	61	112	73	10757	13782	10836	7898	11344	9559
ENSG00000120029.8	61	57	63	74	7731	10210	7501	5924	8712	7125
ENSG00000120049.13	0	0	0	0	224	335	206	205	223	166
ENSG00000120051.10	0	0	0	0	6	9	7	6	2	12
ENSG00000120053.9	149	87	115	114	8889	11281	7878	6439	9337	7510
ENSG00000120054.6	0	0	0	0	0	0	2	0	0	0
ENSG00000120055.4	9	2	7	16	2097	2708	1852	1625	2188	2058
ENSG00000120057.4	0	0	0	0	0	7	0	1	4	0
ENSG00000120063.5	311	190	313	254	34019	42646	33942	25119	37667	30763
ENSG00000120068.5	0	0	0	0	0	0	0	0	2	0
ENSG00000120071.8	154	116	160	117	20791	26833	20377	16562	24074	20647
ENSG00000120075.5	0	0	0	0	4	2	6	0	0	7
ENSG00000120087.8	3	1	1	16	232	350	238	183	277	198
ENSG00000120088.10	8	4	9	12	843	1108	812	584	877	821
ENSG00000120093.7	0	4	1	3	2074	3040	2047	1651	2336	1931
ENSG00000120094.6	0	0	0	0	0	0	0	0	0	0
ENSG00000120129.5	39	34	34	18	1906	2741	1893	1659	2227	2035
ENSG00000120137.6	82	49	48	58	17578	23256	19797	13651	19701	16538
ENSG00000120149.6	0	0	0	0	0	0	0	0	0	0
ENSG00000120156.15	0	0	0	0	0	0	0	0	0	0
ENSG00000120158.6	72	56	97	86	5758	7230	5293	4243	6149	5357
ENSG00000120159.7	82	69	114	71	5956	7831	6071	4289	6743	5108
ENSG00000120160.6	0	0	0	0	0	0	0	0	0	0
ENSG00000120162.8	0	0	0	0	0	0	1	0	0	0
ENSG00000120210.5	0	0	0	0	0	0	0	0	0	0
ENSG00000120211.4	0	0	0	0	2	2	4	0	2	0
ENSG00000120215.5	0	0	0	0	43	51	31	39	33	22
ENSG00000120217.9	3	1	4	0	249	328	253	215	322	280
ENSG00000120235.3	0	0	0	0	0	0	0	0	0	0
ENSG00000120242.3	0	0	0	0	0	0	0	0	0	0
ENSG00000120251.14	0	0	0	0	0	0	0	0	0	0
ENSG00000120253.8	96	66	117	109	7222	9245	6768	5358	7627	6396
ENSG00000120254.11	184	152	177	173	20937	27404	20250	15533	22996	19228
ENSG00000120256.4	35	20	45	18	3064	4047	2942	2150	3205	2566
ENSG00000120262.8	0	0	0	0	1	4	2	7	1	3
ENSG00000120265.12	420	263	365	375	20674	26690	19233	14682	22043	17765
ENSG00000120278.10	0	0	0	0	35	34	29	34	37	34
ENSG00000120279.6	0	0	0	0	0	0	0	0	0	0
ENSG00000120280.5	4	5	3	7	112	209	129	166	185	181
ENSG00000120289.10	0	0	0	0	0	0	0	0	0	0
ENSG00000120306.5	23	7	21	27	1336	1739	1269	1030	1367	1166
ENSG00000120314.14	110	77	126	83	11705	15640	11230	9483	12427	10571
ENSG00000120318.10	0	0	0	0	20	27	18	17	21	10
ENSG00000120322.2	0	0	0	0	1	0	0	0	0	0
ENSG00000120324.4	0	0	0	0	12	16	19	12	10	24
ENSG00000120327.4	0	2	0	0	62	45	41	36	52	42
ENSG00000120328.4	0	0	0	0	0	2	0	2	0	4
ENSG00000120329.4	0	0	0	0	2	7	3	2	1	0
ENSG00000120332.11	0	0	0	0	3	2	9	2	4	5
ENSG00000120333.4	127	86	123	123	4981	6031	4597	3698	5326	4269
ENSG00000120334.11	82	65	88	78	6263	7842	6203	5095	7436	6024
ENSG00000120337.7	0	0	0	0	0	0	0	0	2	0
ENSG00000120341.11	0	0	0	0	43	73	47	30	41	29
ENSG00000120370.7	20	13	45	23	3383	3956	3058	2452	3437	2938
ENSG00000120436.3	0	0	0	0	0	0	0	0	0	0
ENSG00000120437.7	466	326	443	297	26553	33886	25041	19212	27988	23100
ENSG00000120438.7	625	463	598	508	103765	132694	100299	74274	113214	91737
ENSG00000120440.9	0	0	0	0	0	0	0	0	0	0
ENSG00000120451.6	58	31	74	47	13661	17561	13534	10170	15075	12940
ENSG00000120457.6	0	0	0	0	52	55	32	29	60	26
ENSG00000120458.5	17	5	8	0	1141	1549	1105	985	1190	1051
ENSG00000120471.9	0	0	0	0	3	13	3	6	4	10
ENSG00000120498.9	0	0	0	0	0	0	0	0	0	0
ENSG00000120500.13	0	0	0	0	20	23	19	7	20	22
ENSG00000120509.6	39	36	39	38	6373	8041	6084	4612	6873	5674
ENSG00000120519.10	34	32	27	32	3113	3739	3064	2111	3439	2617
ENSG00000120526.6	251	134	258	216	12590	16015	12211	8989	14268	11769
ENSG00000120533.8	346	252	406	318	25898	31587	23921	17914	27248	21461
ENSG00000120539.9	97	109	128	84	9954	12407	9401	7508	10286	8090
ENSG00000120549.11	4	1	4	7	6	8	10	13	18	6
ENSG00000120563.4	0	0	0	0	1	0	0	0	0	0
ENSG00000120586.4	0	0	0	0	6	2	6	3	3	10
ENSG00000120594.10	0	0	0	0	0	0	6	0	0	0
ENSG00000120616.11	122	72	99	86	17490	19221	15134	13277	18101	15210
ENSG00000120645.7	0	0	0	0	4	6	0	2	4	0
ENSG00000120647.5	49	45	45	56	2972	3604	2793	2193	3175	2648
ENSG00000120656.7	110	57	120	58	5752	7834	5541	4426	6585	5650
ENSG00000120658.8	0	3	5	5	379	503	370	258	462	304
ENSG00000120659.10	0	0	0	0	0	4	0	3	0	3
ENSG00000120662.10	20	22	21	24	2537	3325	2503	1969	2892	2192
ENSG00000120664.6	0	0	0	0	0	0	0	0	0	0
ENSG00000120669.11	0	0	0	0	0	0	0	0	0	0
ENSG00000120675.4	12	20	27	33	2361	2666	1870	1469	2194	1952
ENSG00000120685.13	118	125	131	85	26847	34402	26081	20370	29643	25168
ENSG00000120686.7	54	62	69	76	13126	17092	12755	9957	14834	11711
ENSG00000120688.7	103	76	71	66	5969	7597	5611	4393	6576	5433
ENSG00000120690.9	352	228	273	218	22919	27888	21964	19687	27957	23244
ENSG00000120693.9	0	0	0	0	56	85	57	53	70	62
ENSG00000120694.14	672	456	662	644	45456	57860	43808	34324	51946	42622
ENSG00000120696.8	15	14	26	20	2425	2986	2401	2034	2757	2343
ENSG00000120697.4	126	87	184	90	8405	10365	7678	5888	8830	7265
ENSG00000120699.7	296	178	324	240	16286	20347	15291	11913	17250	14733
ENSG00000120705.8	242	153	226	162	46149	58006	44824	33902	50726	41653
ENSG00000120708.10	0	0	0	0	0	0	0	0	0	0
ENSG00000120709.6	57	49	35	20	9115	11600	9045	7649	10249	8437
ENSG00000120725.8	55	34	20	34	3145	4024	2995	2123	3368	2757
ENSG00000120727.6	545	382	389	341	27093	33389	25270	19369	29052	23957
ENSG00000120729.5	0	0	0	0	33	101	62	41	51	41
ENSG00000120733.9	193	162	146	141	23473	29179	23465	17343	25223	21701
ENSG00000120738.7	300	210	255	198	7914	19706	13185	7182	14408	12803
ENSG00000120742.6	514	299	418	432	36121	46505	34442	26285	39045	31238
ENSG00000120756.8	49	48	67	43	4343	5752	4452	2975	5054	4040
ENSG00000120784.11	35	24	64	23	3811	4359	3210	2913	3925	3111
ENSG00000120798.11	108	103	103	63	11510	15013	11123	8766	12118	10087
ENSG00000120800.4	172	116	217	157	24302	30749	25251	17868	26961	23934
ENSG00000120802.8	1183	845	1043	963	127127	163620	128971	90755	137973	109217
