geneIDs	disperRaw	disperRawConverge	disperFitted	disperAdj	disperAdjConverge	pval	padj	TEctl	TEtrt	log2FoldChangeTE	RiboCon1	RiboCon2	RiboSil1	RiboSil3	TotalCon1	TotalCon2	TotalCon3	TotalSil1	TotalSil2	TotalSil3
ENSG00000168028.8	9.9286339117e-05	Y	0.00126281347516	0.000663415406647	Y	0.0	0.0	0.00126084665086	0.00240711740651	0.932913690517	185.0	167.0	372.0	312.0	140155.0	140161.0	138583.0	140365.0	143997.0	142111.0
ENSG00000127152.13	0.000330510463751	Y	0.00127038704835	0.000751073791588	Y	0.0	0.0	0.0127204558094	0.0054688931703	-1.21782958154	306.0	315.0	157.0	166.0	23721.0	24975.0	24552.0	29446.0	29862.0	29403.0
ENSG00000172534.9	0.00118379949541	Y	0.00122230816125	0.0012048503561	Y	0.0	0.0	0.0102857948456	0.00592698414917	-0.795283179596	697.0	653.0	432.0	379.0	64350.0	66629.0	65809.0	70451.0	65074.0	69789.0
ENSG00000143418.14	0.000330363306414	Y	0.00124056469257	0.000750745592127	Y	1.84297022088e-14	4.76767514357e-11	0.0129552335602	0.00788667940053	-0.716045122679	455.0	452.0	290.0	254.0	36024.0	34838.0	34181.0	34600.0	34506.0	34361.0
ENSG00000138326.13	0.00131880587409	Y	0.00120786501002	0.00124139427355	Y	2.27595720048e-14	4.76767514357e-11	0.00847232008574	0.00548484635096	-0.627305889191	1032.0	1090.0	635.0	766.0	128389.0	123832.0	123433.0	125284.0	131065.0	126926.0
ENSG00000186834.2	0.000353925999271	Y	0.00127746697934	0.000843978418238	Y	1.57762691799e-13	2.75401072318e-10	0.0155273338709	0.00852200303538	-0.865545661785	256.0	300.0	170.0	146.0	18278.0	17974.0	17456.0	18577.0	18831.0	18274.0
ENSG00000166012.10	0.000799385849673	Y	0.00121942377437	0.000992486716949	Y	1.91291427143e-13	2.86226629699e-10	0.0100221461768	0.0153989051885	0.619636298402	448.0	466.0	735.0	693.0	47368.0	44145.0	45266.0	45534.0	47478.0	46053.0
ENSG00000100393.9	0.00126554230924	Y	0.00132523147403	0.00129591843855	Y	7.87925280576e-13	1.03159117359e-09	0.00812849972987	0.00407846066892	-0.994964360537	193.0	174.0	107.0	101.0	22653.0	21994.0	23173.0	26128.0	24156.0	26122.0
ENSG00000134287.4	0.000308781395337	Y	0.00124052836816	0.00092349053277	Y	1.0551559626e-12	1.22796706137e-09	0.0112979315131	0.00714604491389	-0.660841773743	483.0	414.0	249.0	307.0	40328.0	39185.0	39556.0	38268.0	39607.0	38699.0
ENSG00000138795.5	0.000119217219731	Y	0.00120709269724	0.000817126980169	Y	1.9794166306e-12	2.07324097889e-09	0.0117830332907	0.00822574396088	-0.518492906539	992.0	1146.0	763.0	745.0	92032.0	90426.0	89734.0	91645.0	91146.0	92206.0
ENSG00000149480.2	3.29644400373e-05	Y	0.00122138737946	0.000640709534227	Y	9.55324708229e-12	9.09642817636e-09	0.0116526590042	0.0079721777842	-0.54761341045	608.0	703.0	462.0	444.0	55986.0	56302.0	56367.0	56926.0	56197.0	57176.0
ENSG00000180730.3	0.000532457795289	Y	0.0014438554271	0.000997744297054	Y	2.66680011407e-11	2.3276720329e-08	0.00488934455267	0.00212120399714	-1.20475770364	95.0	116.0	40.0	61.0	21058.0	21966.0	21738.0	23720.0	24296.0	23115.0
ENSG00000108424.5	0.00118613877706	Y	0.00119686637222	0.00119113638369	Y	3.34647864975e-11	2.69623210596e-08	0.0119846383535	0.0085138421122	-0.49330413418	1898.0	2052.0	1512.0	1316.0	165757.0	162373.0	166294.0	162842.0	169015.0	166412.0
ENSG00000134954.9	0.00202828508536	Y	0.00122184736952	0.00147979074943	Y	1.63734803493e-10	1.22497023699e-07	0.00846414367463	0.00557338275456	-0.602810882142	646.0	647.0	397.0	498.0	76552.0	74621.0	77956.0	76572.0	82650.0	81584.0
ENSG00000090621.8	3.24274580291e-05	Y	0.00124203802199	0.000535548250458	Y	1.80776726921e-10	1.26230362518e-07	0.00812793830289	0.00552128046785	-0.557886562571	439.0	401.0	289.0	285.0	51667.0	52148.0	51257.0	51924.0	51678.0	52203.0
ENSG00000164088.13	6.64374795082e-06	Y	0.001961975695	0.00103912956995	Y	6.53249010441e-10	4.2763313346e-07	0.00247554523283	0.0105364684958	2.08957318505	14.0	6.0	36.0	48.0	4030.0	4164.0	4128.0	3921.0	3983.0	3985.0
ENSG00000170515.8	0.000299774850054	Y	0.00148557449654	0.000817126980169	Y	8.32782509619e-10	5.13092000338e-07	0.000753635794227	0.000338236547435	-1.15583493241	97.0	88.0	39.0	44.0	125002.0	121733.0	122372.0	119921.0	124887.0	123183.0
ENSG00000158435.3	5.31065154252e-05	Y	0.0013126718693	0.000673367347912	Y	1.10731213088e-09	6.44332625489e-07	0.0117124903025	0.00700207167721	-0.74219411818	213.0	179.0	107.0	133.0	16950.0	16863.0	16491.0	17122.0	17071.0	17018.0
ENSG00000267699.1	0.00122921897156	Y	0.00157283597205	0.00143691313814	Y	1.64295455019e-09	9.05700313613e-07	0.0268897281516	0.0107986050476	-1.3162102114	73.0	71.0	27.0	37.0	2594.0	2605.0	2845.0	2877.0	3002.0	2989.0
ENSG00000169047.4	1.20001108333e-05	Y	0.00236760586955	0.00133381923766	Y	2.9750920616e-09	1.55805571266e-06	0.0110374928807	0.00229075378032	-2.26851820206	34.0	21.0	7.0	6.0	2509.0	2478.0	2445.0	2990.0	2879.0	3000.0
ENSG00000183684.6	0.000580570474085	Y	0.00119768948863	0.000824968414728	Y	4.98908958591e-09	2.48836782489e-06	0.0190571583746	0.0248091258224	0.38053788706	1403.0	1392.0	1780.0	1766.0	74647.0	74761.0	70548.0	72930.0	70133.0	71309.0
ENSG00000123106.6	0.00114768448395	Y	0.00149666811804	0.00134535488491	Y	6.25470408799e-09	2.95453506132e-06	0.00661316943105	0.0151769448245	1.19846763073	44.0	35.0	83.0	97.0	6042.0	5920.0	5950.0	5647.0	6246.0	5888.0
ENSG00000166503.4	0.000701318727797	Y	0.00149881251581	0.00113066380921	Y	6.48790399183e-09	2.95453506132e-06	0.0104456497963	0.00479914806711	-1.12205201143	100.0	77.0	44.0	37.0	8293.0	8580.0	8527.0	8151.0	8703.0	8221.0
ENSG00000167476.5	0.0399517511666	Y	0.00296935246652	0.00314616429503	Y	7.03898395127e-09	3.07192991273e-06	0.0601225613766	0.593077276196	3.30224171765	4.0	1.0	29.0	10.0	40.0	50.0	50.0	30.0	32.0	38.0
ENSG00000140332.11	6.64374795082e-06	Y	0.00124969450335	0.000510141132592	Y	8.30733504209e-09	3.48044108923e-06	0.0121397333813	0.00840442805469	-0.530515188379	365.0	363.0	248.0	271.0	29977.0	29940.0	29984.0	30897.0	30694.0	31033.0
ENSG00000147140.10	1.73935579479e-05	Y	0.00125132101392	0.000593274668112	Y	1.00650059398e-08	4.05464893129e-06	0.0023171269197	0.00159803088722	-0.536041776027	387.0	334.0	269.0	226.0	154841.0	155524.0	156362.0	154218.0	155687.0	154750.0
ENSG00000130255.8	0.0022818992216	Y	0.00122216398912	0.00148913956815	Y	1.40509284208e-08	5.45071941775e-06	0.00785330469432	0.00545410624355	-0.52595706862	692.0	586.0	406.0	485.0	80846.0	84535.0	78668.0	80860.0	81943.0	82329.0
ENSG00000115419.8	0.000218439630553	Y	0.00124977185673	0.000694037464964	Y	1.46141496682e-08	5.46673584374e-06	0.0121818633269	0.00826345936114	-0.55991704974	356.0	389.0	262.0	238.0	30405.0	30070.0	31251.0	29933.0	30533.0	30319.0
ENSG00000159692.11	0.00173865023026	Y	0.00123758570188	0.00142217861118	Y	2.02618333223e-08	7.31801524888e-06	0.00954174279419	0.00644280031129	-0.566564917333	468.0	450.0	273.0	342.0	47915.0	49919.0	46473.0	49260.0	45973.0	48049.0
ENSG00000088325.11	0.000631298715356	Y	0.00120931480131	0.000956276310861	Y	2.25013697674e-08	7.60255957885e-06	0.011138228692	0.00832122097885	-0.420652682999	997.0	914.0	662.0	740.0	85975.0	85060.0	86418.0	82464.0	87094.0	83129.0
ENSG00000161640.10	2.8143367945e-05	Y	0.00144109697686	0.000817126980169	Y	2.24682166206e-08	7.60255957885e-06	0.0198297481183	0.00992778265528	-0.99812291564	102.0	101.0	70.0	42.0	5178.0	5077.0	5116.0	5704.0	5522.0	5673.0
ENSG00000104549.7	0.000539861869459	Y	0.00131152667243	0.000993279772222	Y	2.73847374777e-08	8.711101077e-06	0.0133115639212	0.00809237163371	-0.718045596752	221.0	183.0	133.0	100.0	15412.0	15146.0	15018.0	13920.0	14781.0	14507.0
ENSG00000113575.5	0.000585770042467	Y	0.00123886057565	0.000906152289895	Y	2.74457070404e-08	8.711101077e-06	0.00999670337831	0.00694638396096	-0.525190256693	452.0	436.0	326.0	283.0	45074.0	43687.0	44541.0	43617.0	45248.0	42585.0
ENSG00000123066.3	0.00286902105049	Y	0.00131502366106	0.00203745149363	Y	3.31224220274e-08	1.02036543622e-05	0.0040056490564	0.00229684181766	-0.802384526591	199.0	191.0	122.0	109.0	47434.0	46461.0	52109.0	47719.0	49995.0	52836.0
ENSG00000115758.8	0.00109857496343	Y	0.00122215168506	0.00119086580111	Y	4.15960145217e-08	1.244790446e-05	0.00559618730813	0.00402036295819	-0.47711849755	683.0	591.0	411.0	485.0	113963.0	113532.0	113957.0	107492.0	114081.0	112676.0
ENSG00000152127.4	0.00150013718139	Y	0.00156778715023	0.00154099125041	Y	5.21272207621e-08	1.51661252851e-05	0.00680020714032	0.00285216849044	-1.25351948201	61.0	88.0	29.0	32.0	11013.0	10658.0	11261.0	10211.0	10947.0	11178.0
ENSG00000137509.5	0.000742178125532	Y	0.00155234931551	0.00119081306228	Y	6.33834237318e-08	1.71298651199e-05	0.00836313368539	0.0182962110938	1.12942938629	30.0	40.0	75.0	75.0	4266.0	3974.0	4287.0	4066.0	4081.0	4133.0
ENSG00000132388.8	0.000615417609746	Y	0.00129029328809	0.000999139044524	Y	6.27660483588e-08	1.71298651199e-05	0.0114762141754	0.00728036044071	-0.656565014671	223.0	245.0	127.0	170.0	20686.0	20208.0	20343.0	19888.0	21174.0	20247.0
ENSG00000113649.7	0.000498345565271	Y	0.00124118589094	0.00092749904316	Y	6.37831525374e-08	1.71298651199e-05	0.00726481889153	0.0102850387386	0.501548490067	266.0	333.0	404.0	432.0	41394.0	40477.0	41793.0	39514.0	41434.0	41015.0
ENSG00000248354.1	0.000218652206273	Y	0.00162350074902	0.00102571835652	Y	6.60538199693e-08	1.7296192759e-05	0.00776702219972	0.0186643188239	1.26484936217	26.0	27.0	59.0	71.0	3486.0	3499.0	3417.0	3507.0	3377.0	3574.0
ENSG00000132300.14	7.3680293838e-05	Y	0.001301540432	0.000596948078289	Y	7.4526194993e-08	1.85854134847e-05	0.00391244492177	0.00614229642569	0.650707695738	135.0	137.0	202.0	218.0	34827.0	34842.0	34595.0	33942.0	34756.0	33923.0
ENSG00000095787.15	0.00019807870746	Y	0.00126861561265	0.000698545759115	Y	7.44468218183e-08	1.85854134847e-05	0.00670902956095	0.00454848481082	-0.560718064998	302.0	264.0	212.0	187.0	42865.0	41308.0	42301.0	43784.0	44248.0	43526.0
ENSG00000151014.4	0.00289547923613	Y	0.00161265005614	0.00203116870993	Y	9.64963027261e-08	2.3504704064e-05	0.0464228936135	0.0192429351465	-1.2705075792	58.0	70.0	27.0	33.0	1282.0	1447.0	1406.0	1504.0	1547.0	1681.0
ENSG00000114030.8	5.82919665821e-05	Y	0.00128581964666	0.000747945911203	Y	1.02352647247e-07	2.42757942267e-05	0.0114820592574	0.00730095322347	-0.653224664451	212.0	278.0	167.0	144.0	21402.0	21138.0	21400.0	20966.0	21478.0	21373.0
ENSG00000137818.7	0.000138526392704	Y	0.00154460320889	0.000720617831947	Y	1.04297378289e-07	2.42757942267e-05	0.000385949569308	0.000180165455005	-1.0990899331	76.0	76.0	39.0	33.0	197193.0	198985.0	193903.0	201560.0	199024.0	203373.0
ENSG00000221955.6	0.0125429543914	Y	0.00347297656648	0.00563817964692	Y	1.11042538053e-07	2.52839031211e-05	0.0441765060137	0.00459442254385	-3.26532386732	20.0	11.0	3.0	1.0	301.0	366.0	402.0	385.0	393.0	454.0
ENSG00000105372.1	0.00174299638122	Y	0.00122483141027	0.00137809120023	Y	1.19001149712e-07	2.65195328103e-05	0.00332088577111	0.00237129907568	-0.485890467627	648.0	541.0	391.0	445.0	179459.0	182605.0	174895.0	177343.0	169816.0	181120.0
ENSG00000197020.5	0.00205672280865	Y	0.00201931161414	0.00203395880818	Y	1.25295275599e-07	2.7340473263e-05	0.00219004358875	0.00818114146304	1.90134256307	15.0	5.0	32.0	45.0	4660.0	4459.0	4560.0	4899.0	4814.0	4357.0
ENSG00000136997.10	0.00355533078531	Y	0.00121009043307	0.00231912389209	Y	1.33994056184e-07	2.81999285274e-05	0.0219852419746	0.015029712025	-0.548718044339	812.0	881.0	736.0	783.0	40599.0	38442.0	36462.0	54879.0	48082.0	48569.0
ENSG00000175575.8	0.00112855530277	Y	0.00164369164305	0.00142332098685	Y	1.37311089832e-07	2.81999285274e-05	0.00680229132188	0.0163410593377	1.26440881293	28.0	26.0	61.0	61.0	3995.0	4111.0	3886.0	3541.0	3884.0	3730.0
ENSG00000122257.14	0.000793069506847	Y	0.00127557354829	0.00107849990539	Y	1.35650289335e-07	2.81999285274e-05	0.00891202160524	0.00582237529458	-0.614144895497	275.0	259.0	204.0	152.0	30050.0	29190.0	30680.0	29816.0	31500.0	30473.0
ENSG00000123485.5	0.000410278166436	Y	0.00126701752114	0.000796784731183	Y	1.47527922989e-07	2.949934302e-05	0.0081234390674	0.0120274728768	0.56617101753	210.0	204.0	282.0	287.0	25958.0	25145.0	25376.0	23685.0	24266.0	23039.0
ENSG00000110955.3	0.000331382354083	Y	0.00119228044189	0.000703089457243	Y	1.5208750459e-07	2.949934302e-05	0.00876751999511	0.0108018855634	0.301042448587	2583.0	2406.0	3019.0	3017.0	287299.0	282424.0	283871.0	272649.0	285075.0	280577.0
ENSG00000167632.10	0.0003121147333	Y	0.00138985011145	0.000839657210511	Y	1.50647801123e-07	2.949934302e-05	0.0113549377848	0.00631463869007	-0.846547707742	126.0	130.0	76.0	63.0	11342.0	11505.0	10926.0	10946.0	11036.0	10841.0
ENSG00000123416.10	7.03469594118e-05	Y	0.00121574311161	0.000968465027976	Y	1.66310388572e-07	3.11059823197e-05	0.00184269658516	0.00138638470064	-0.410490900238	839.0	685.0	549.0	548.0	417285.0	415327.0	408486.0	395280.0	395565.0	395901.0
ENSG00000137822.8	0.00485141038337	Y	0.00150314862593	0.00227643323539	Y	1.63446711166e-07	3.11059823197e-05	0.0105136274306	0.00469045097619	-1.16446197005	70.0	105.0	50.0	29.0	8156.0	7805.0	8908.0	8222.0	8373.0	8762.0
ENSG00000187837.2	0.000288856188424	Y	0.00118867859108	0.000861043285462	Y	1.75339373798e-07	3.22193789677e-05	11.4871999669	15.5703013546	0.438769686862	4839.0	4888.0	5863.0	6122.0	435.0	407.0	428.0	380.0	403.0	372.0
ENSG00000143570.13	0.000774847505163	Y	0.00140371411209	0.00111614120181	Y	1.84503009537e-07	3.33186986533e-05	0.00982922850694	0.00552085888393	-0.832185458773	132.0	105.0	61.0	71.0	12240.0	12336.0	11578.0	11659.0	12156.0	12038.0
ENSG00000169499.9	0.000527382191849	Y	0.00127512161389	0.00101334996306	Y	1.8858662465e-07	3.34789204505e-05	0.0136951857499	0.00926295964656	-0.564123699949	300.0	234.0	165.0	196.0	19507.0	18975.0	20008.0	19198.0	19731.0	19526.0
ENSG00000134602.11	0.00087083783624	Y	0.00126918869959	0.00105928883799	Y	2.32630257391e-07	4.06094885985e-05	0.0128877299217	0.00859266138513	-0.584821217735	287.0	292.0	192.0	188.0	22137.0	21770.0	23377.0	21659.0	22704.0	21962.0
ENSG00000131504.11	0.00756983890264	Y	0.00121518610125	0.00280886640017	Y	2.64136625572e-07	4.34896420358e-05	0.009953042295	0.00667354060078	-0.576685197811	860.0	762.0	436.0	612.0	81243.0	80117.0	83113.0	77669.0	79451.0	78357.0
ENSG00000135049.11	0.000932505068896	Y	0.00158448824235	0.00130369455623	Y	2.60949090447e-07	4.34896420358e-05	0.0130624508312	0.00614066621602	-1.08895851596	77.0	59.0	29.0	38.0	5188.0	5040.0	5305.0	5213.0	5641.0	5440.0
ENSG00000184840.7	0.000419889016397	Y	0.00127099518017	0.000833202287502	Y	2.54619306084e-07	4.34896420358e-05	0.0128883788765	0.0189370603977	0.555141588122	182.0	206.0	273.0	278.0	15114.0	15211.0	14740.0	14746.0	14788.0	14088.0
ENSG00000125970.7	0.000294363406947	Y	0.00120404078283	0.000651432772138	Y	2.65737740146e-07	4.34896420358e-05	0.0113940957488	0.0090242685013	-0.336404536526	1171.0	1186.0	918.0	954.0	103953.0	104709.0	101633.0	104427.0	101385.0	105423.0
ENSG00000153485.5	0.000541494323788	Y	0.00256991574683	0.00176015965999	Y	3.2842991593e-07	5.21208324159e-05	0.0125584057988	0.00292394965389	-2.10266296035	29.0	17.0	5.0	6.0	1818.0	1866.0	1875.0	2036.0	2071.0	1908.0
ENSG00000112851.10	0.000685647791083	Y	0.00131038222485	0.00101736661857	Y	3.23908027289e-07	5.21208324159e-05	0.00913945522454	0.00569067154478	-0.683509260992	190.0	204.0	141.0	108.0	21397.0	21029.0	22366.0	21369.0	22167.0	21992.0
ENSG00000164258.7	0.00136273330316	Y	0.00130747091658	0.0013322787729	Y	3.55756942905e-07	5.56148988057e-05	0.0190637256907	0.0310078657349	0.701804131211	136.0	117.0	194.0	212.0	6603.0	6653.0	6642.0	6418.0	6954.0	6256.0
ENSG00000167792.7	0.00148546276095	Y	0.00122610265564	0.00135943139116	Y	3.87787031597e-07	5.88649473761e-05	0.0100817085338	0.014103083623	0.484270489548	419.0	409.0	588.0	546.0	41180.0	42303.0	39632.0	42152.0	38329.0	40122.0
ENSG00000184110.10	0.00441976291798	Y	0.00326090667846	0.00362667113906	Y	3.87759859888e-07	5.88649473761e-05	0.00107710189874	0.00838512714428	2.96067791779	2.0	2.0	27.0	7.0	2040.0	1896.0	1990.0	2018.0	2249.0	1925.0
ENSG00000184007.11	0.000800036344597	Y	0.00120525840511	0.00101525726862	Y	4.10203538914e-07	5.96732203693e-05	0.0068244756451	0.00522160445548	-0.386225026161	1121.0	1150.0	907.0	798.0	165414.0	167376.0	166287.0	158863.0	169704.0	161252.0
ENSG00000144713.8	0.00013357405276	Y	0.0012372911939	0.000588435561217	Y	4.0618563335e-07	5.96732203693e-05	0.00233736242895	0.00315099732407	0.430927074937	312.0	343.0	448.0	439.0	141669.0	139792.0	138724.0	139343.0	140122.0	142910.0
ENSG00000171858.12	0.000467591551043	Y	0.00122897004272	0.000887821905777	Y	4.0861220385e-07	5.96732203693e-05	0.00602579454019	0.00440078293794	-0.453391267901	492.0	561.0	369.0	412.0	87362.0	89372.0	85303.0	89901.0	87136.0	89144.0
ENSG00000165629.14	0.00034888156068	Y	0.00122562886076	0.000729954578818	Y	4.26631361239e-07	6.12128339399e-05	0.00811687134083	0.0108777950384	0.422390496735	438.0	414.0	577.0	555.0	53119.0	52437.0	51867.0	50840.0	53440.0	51870.0
ENSG00000120690.9	0.000593881997685	Y	0.00126034241105	0.000917795493659	Y	4.66156486301e-07	6.59800410475e-05	0.0134256215871	0.0093321778332	-0.524703179901	310.0	284.0	249.0	228.0	22562.0	21262.0	22590.0	25527.0	25719.0	25269.0
ENSG00000106609.11	0.0002627121916	Y	0.00127768020642	0.000783564327322	Y	5.45138223562e-07	7.51286546525e-05	0.0109412004788	0.00746873223609	-0.55083575893	262.0	259.0	152.0	197.0	24263.0	23752.0	23415.0	23779.0	23363.0	23006.0
ENSG00000260527.1	0.000545048140987	Y	0.00200561438984	0.00142445793733	Y	5.43864317137e-07	7.51286546525e-05	0.0155308003215	0.00512784800299	-1.59870677143	36.0	36.0	15.0	11.0	2357.0	2292.0	2333.0	2412.0	2610.0	2597.0
ENSG00000106829.13	0.000665000072971	Y	0.00224917699695	0.00169020754624	Y	5.65727124258e-07	7.69535831101e-05	0.0192591032921	0.0057478125257	-1.74445562074	32.0	25.0	5.0	15.0	1550.0	1446.0	1416.0	1691.0	1682.0	1629.0
ENSG00000058668.10	0.00418639567454	Y	0.00129080000695	0.00223244051839	Y	6.09862079282e-07	8.18935310051e-05	0.0083143389316	0.00521144849774	-0.673917141622	243.0	228.0	122.0	169.0	27881.0	26889.0	30267.0	26457.0	28188.0	29131.0
ENSG00000106992.13	0.00910920492672	Y	0.0059542854672	0.0069572220992	Y	6.46993180808e-07	8.57798300733e-05	1.89794759284e-08	0.0178568189531	19.8436035119	0.0	0.0	13.0	4.0	538.0	586.0	457.0	502.0	480.0	439.0
ENSG00000100526.14	1.07268908147e-05	Y	0.001274448056	0.000642260470881	Y	6.82125247509e-07	8.93072480301e-05	0.0188598187875	0.0270948282242	0.522701686648	175.0	207.0	259.0	261.0	10233.0	10103.0	10068.0	9643.0	9673.0	9442.0
ENSG00000063978.11	0.000357813274546	Y	0.00134123207771	0.000872514372952	Y	7.28367038683e-07	9.41841526316e-05	0.00484871945908	0.00307411234125	-0.657433895339	177.0	130.0	108.0	101.0	32216.0	30760.0	31935.0	34455.0	33739.0	34063.0
ENSG00000256872.1	0.0025409920604	Y	0.00141713738118	0.00166788883948	Y	7.37823654617e-07	9.42434751032e-05	0.00702910438544	0.0125578611632	0.83717798253	45.0	78.0	95.0	129.0	8775.0	8903.0	8668.0	9485.0	8586.0	8696.0
ENSG00000050748.12	0.000155982034023	Y	0.0013890923873	0.000759085164623	Y	7.91914970155e-07	9.99339445471e-05	0.00902616192098	0.00516060039085	-0.806573738995	114.0	138.0	76.0	67.0	13779.0	14001.0	14104.0	13646.0	14146.0	13849.0
ENSG00000205765.4	0.00170182319551	Y	0.00157449909094	0.00162769759501	Y	8.854893081e-07	0.000109377472021	0.0062982956438	0.0132933096379	1.0776669527	28.0	39.0	61.0	79.0	5603.0	5033.0	5281.0	5245.0	5426.0	5162.0
ENSG00000109189.7	6.64374795082e-06	Y	0.00337761661584	0.00182473606904	Y	8.87634630686e-07	0.000109377472021	0.0105150398384	0.0011770955802	-3.15915093889	13.0	20.0	4.0	0.0	1596.0	1571.0	1563.0	1518.0	1582.0	1539.0
ENSG00000205659.5	0.000764092566166	Y	0.00154003435062	0.00122319771162	Y	9.05165813525e-07	0.00011024077594	0.00824686900817	0.016328779115	0.985498528847	34.0	44.0	86.0	64.0	4799.0	4553.0	4674.0	4454.0	4767.0	4571.0
ENSG00000159216.13	0.0001318719823	Y	0.00123569310252	0.000612669189817	Y	1.00014373972e-06	0.000119039835566	0.0114629007531	0.0086021237657	-0.414207378829	462.0	422.0	359.0	348.0	37888.0	38744.0	39096.0	41379.0	40773.0	40995.0
ENSG00000085117.7	0.000486134118564	Y	0.00122068309605	0.000853359998712	Y	9.94159338741e-07	0.000119039835566	0.0176881154561	0.0134174815598	-0.398666441885	650.0	653.0	447.0	509.0	37008.0	37537.0	35926.0	36129.0	36028.0	34751.0
ENSG00000254979.1	0.000249641769321	Y	0.00127339193362	0.000734887407841	Y	1.05336744793e-06	0.000123965962356	0.00909893180311	0.00621305712276	-0.550393867203	260.0	287.0	196.0	170.0	30126.0	29708.0	30286.0	30081.0	28805.0	29437.0
ENSG00000165891.11	0.00138504521576	Y	0.00139922334571	0.00139247406973	Y	1.11115718182e-06	0.000129314003582	0.00460516385202	0.00802292227158	0.800875331663	71.0	71.0	134.0	101.0	15299.0	14703.0	16106.0	15024.0	14357.0	14565.0
ENSG00000112531.12	0.00190730882539	Y	0.0013023749861	0.00158932156962	Y	1.17074925743e-06	0.000134751952992	0.0141579779753	0.00897969973229	-0.65687612691	210.0	208.0	142.0	127.0	14120.0	14617.0	15540.0	14611.0	15766.0	14614.0
ENSG00000109805.5	0.00166868742096	Y	0.00127892499168	0.00139351963996	Y	1.24958231573e-06	0.000141594518465	0.00776909851718	0.0119011074376	0.615276716164	201.0	146.0	274.0	238.0	23107.0	21273.0	22578.0	21969.0	21386.0	21172.0
ENSG00000100142.8	0.0005816152065	Y	0.00125555492652	0.00097460178204	Y	1.25723603372e-06	0.000141594518465	0.0182282418686	0.0263570102046	0.532011309404	264.0	204.0	336.0	339.0	13290.0	12792.0	12428.0	12881.0	12786.0	12754.0
ENSG00000100418.7	0.000435468165267	Y	0.00147646110995	0.00098204261519	Y	1.31850380458e-06	0.000146914987757	0.00487811709188	0.00910007405913	0.899553898163	49.0	47.0	103.0	77.0	9861.0	10174.0	9706.0	9779.0	9767.0	10140.0
ENSG00000124383.3	0.000804032354224	Y	0.00136139974403	0.00109620603783	Y	1.36613900936e-06	0.000150620420885	0.00659764129878	0.0109179406374	0.726678509499	90.0	86.0	152.0	129.0	13536.0	13130.0	13326.0	12303.0	13180.0	13184.0
ENSG00000146282.13	0.00149594633906	Y	0.00152795066231	0.00151831131421	Y	1.38872816047e-06	0.000151318724236	0.00772145802803	0.0146471610324	0.923675863539	31.0	52.0	95.0	57.0	5614.0	5357.0	5189.0	5224.0	5324.0	5026.0
ENSG00000170340.10	0.00137929277364	Y	0.00135053748067	0.00136361141106	Y	1.40136683702e-06	0.000151318724236	0.0141322794588	0.00861369980331	-0.714289233104	156.0	142.0	97.0	92.0	10448.0	10366.0	10826.0	11041.0	11508.0	10407.0
ENSG00000118816.5	0.000338853079187	Y	0.00123049933958	0.000730814639877	Y	1.41678903998e-06	0.000151422942905	0.0127449757864	0.00955842079083	-0.415084446517	503.0	522.0	361.0	385.0	40172.0	40149.0	40373.0	39462.0	39846.0	37842.0
ENSG00000173585.11	0.000847513631641	Y	0.00137793785474	0.0011310128762	Y	1.47614846113e-06	0.00015617352507	0.018417403043	0.011013488281	-0.741798164374	132.0	127.0	70.0	89.0	7246.0	6704.0	7172.0	7113.0	7273.0	7242.0
ENSG00000138668.14	0.000913622928419	Y	0.00119865638462	0.00103605575839	Y	1.59017622159e-06	0.000166555057449	0.0121043908401	0.00955172581395	-0.34169714759	1621.0	1668.0	1278.0	1326.0	136977.0	136061.0	134524.0	136207.0	142593.0	130064.0
ENSG00000086289.7	0.00111735844625	Y	0.00137826048584	0.00125847973135	Y	1.6806818498e-06	0.000173069567923	0.0144612907108	0.00840657041507	-0.782607065815	122.0	141.0	82.0	73.0	9422.0	9032.0	8770.0	8921.0	9554.0	9180.0
ENSG00000109083.9	0.00109729575296	Y	0.00193239494363	0.00158131993696	Y	1.68542065382e-06	0.000173069567923	0.00488680116656	0.0132686033902	1.44105421461	13.0	16.0	41.0	38.0	3030.0	3071.0	2930.0	2982.0	3089.0	2807.0
ENSG00000174306.15	0.00145368126327	Y	0.00167101138488	0.00158429428323	Y	1.70665002763e-06	0.000173548081451	0.00723094849894	0.00342789335054	-1.07686267631	70.0	41.0	22.0	33.0	7387.0	7545.0	8046.0	7900.0	7951.0	8323.0
ENSG00000136770.6	0.00111864535029	Y	0.0016373264412	0.00142712046588	Y	1.94305342105e-06	0.000195687899347	0.0147591886665	0.00707415948591	-1.06098276672	70.0	50.0	25.0	33.0	4158.0	3958.0	4028.0	4205.0	4322.0	3959.0
ENSG00000176994.9	0.00321451227116	Y	0.00157322402809	0.00220058988667	Y	2.04560484707e-06	0.000196209523555	0.0151598263316	0.00734546043994	-1.04532839427	74.0	60.0	44.0	30.0	4358.0	4186.0	4701.0	4744.0	5056.0	5303.0
ENSG00000148339.8	0.00052689273871	Y	0.00167779416918	0.00112730583193	Y	2.05177090462e-06	0.000196209523555	0.00329326835342	0.00750107100807	1.18757652394	30.0	20.0	64.0	50.0	7541.0	7846.0	7348.0	7475.0	7627.0	7659.0
